order,id,date,time,title,url,visitCount,typedCount,transition
2002,3963,4/4/2025,12:55:55,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=UqmMEkdx8Ptl,6,0,reload
2003,3963,4/3/2025,1:02:40,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=UqmMEkdx8Ptl,6,0,link
2004,3962,4/3/2025,1:02:23,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=jdZkblZW7bEp,3,0,link
2005,3974,4/3/2025,1:00:42,accuracy_score — scikit-learn 1.6.1 documentation,https://scikit-learn.org/stable/modules/generated/sklearn.metrics.accuracy_score.html,1,0,link
2006,3973,4/3/2025,1:00:39,sklearn accuracy score - Google Search,https://www.google.com/search?q=sklearn+accuracy+score&oq=sklearn+accu&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyBggBEEUYOTIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDI0ODJqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,0,generated
2007,3963,4/3/2025,0:59:28,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=UqmMEkdx8Ptl,6,0,link
2008,3943,4/3/2025,0:59:23,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2009,3963,4/3/2025,0:57:27,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=UqmMEkdx8Ptl,6,0,link
2010,3962,4/3/2025,0:56:29,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=jdZkblZW7bEp,3,0,link
2011,3972,4/3/2025,0:55:49,DecisionTreeClassifier — scikit-learn 1.6.1 documentation,https://scikit-learn.org/stable/modules/generated/sklearn.tree.DecisionTreeClassifier.html,1,0,link
2012,3971,4/3/2025,0:55:47,decisiontreeclassifier - Google Search,https://www.google.com/search?q=decisiontreeclassifier&oq=DecisionTreeClassifier&gs_lcrp=EgZjaHJvbWUqBwgAEAAYgAQyBwgAEAAYgAQyBwgBEAAYgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQczNzNqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8,1,0,generated
2013,3970,4/3/2025,0:54:39,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=20gkfM2Pkrr7,1,0,link
2014,3969,4/3/2025,0:54:26,AdaBoostClassifier — scikit-learn 1.6.1 documentation,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.AdaBoostClassifier.html,1,0,link
2015,3968,4/3/2025,0:54:25,AdaBoostClassifier - Google Search,https://www.google.com/search?q=AdaBoostClassifier&oq=AdaBoostClassifier&gs_lcrp=EgZjaHJvbWUyDggAEEUYORhDGIAEGIoFMgcIARAAGIAEMgcIAhAAGIAEMgYIAxAAGB4yBggEEAAYHjIGCAUQABgeMgYIBhAAGB4yBggHEAAYHjIGCAgQABgeMgYICRAAGB7SAQczMDRqMGo0qAIAsAIB&sourceid=chrome&ie=UTF-8,1,0,generated
2016,3967,4/3/2025,0:53:53,ExtraTreesClassifier — scikit-learn 1.6.1 documentation,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.ExtraTreesClassifier.html,1,0,link
2017,3966,4/3/2025,0:53:52,extra tree classifier - Google Search,https://www.google.com/search?q=extra+tree+classifier+&sca_esv=aff5b07d3c99793e&ei=3rHtZ_GeAvDDwPAPtf7ryAQ&ved=0ahUKEwjxhan6qrqMAxXwIRAIHTX_GkkQ4dUDCBA&uact=5&oq=extra+tree+classifier+&gs_lp=Egxnd3Mtd2l6LXNlcnAiFmV4dHJhIHRyZWUgY2xhc3NpZmllciAyCxAAGIAEGJECGIoFMgUQABiABDIFEAAYgAQyCxAAGIAEGJECGIoFMgsQABiABBiRAhiKBTIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB5IlzJQ_Q5Y6ixwBngBkAEAmAHHAaABmA2qAQM1Ljm4AQPIAQD4AQGYAhCgAtwJwgIKEAAYsAMY1gQYR8ICDRAAGIAEGLADGEMYigXCAgYQABgHGB7CAggQABgHGAgYHsICCBAhGKABGMMEwgIGEAAYDRgewgILEAAYgAQYhgMYigXCAgUQABjvBcICChAhGKABGMMEGArCAggQABgIGA0YHsICCBAAGIAEGKIEmAMAiAYBkAYKkgcFOS42LjGgB-NN&sclient=gws-wiz-serp,1,0,form_submit
2018,3964,4/3/2025,0:53:44,random forest classifier - Google Search,https://www.google.com/search?q=random+forest+classifier&oq=random+fores+t&gs_lcrp=EgZjaHJvbWUqCQgCEAAYDRiABDIGCAAQRRg5MgkIARAAGA0YgAQyCQgCEAAYDRiABDIJCAMQABgNGIAEMgkIBBAAGA0YgAQyCQgFEAAYDRiABDIJCAYQABgNGIAEMgkIBxAAGA0YgAQyCQgIEAAYDRiABDIJCAkQABgNGIAE0gEIMzUyN2owajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,generated
2019,3965,4/3/2025,0:53:35,RandomForestClassifier — scikit-learn 1.6.1 documentation,https://scikit-learn.org/stable/modules/generated/sklearn.ensemble.RandomForestClassifier.html,1,0,link
2020,3964,4/3/2025,0:53:33,random forest classifier - Google Search,https://www.google.com/search?q=random+forest+classifier&oq=random+fores+t&gs_lcrp=EgZjaHJvbWUqCQgCEAAYDRiABDIGCAAQRRg5MgkIARAAGA0YgAQyCQgCEAAYDRiABDIJCAMQABgNGIAEMgkIBBAAGA0YgAQyCQgFEAAYDRiABDIJCAYQABgNGIAEMgkIBxAAGA0YgAQyCQgIEAAYDRiABDIJCAkQABgNGIAE0gEIMzUyN2owajeoAgCwAgA&sourceid=chrome&ie=UTF-8,2,0,generated
2021,3963,4/3/2025,0:51:00,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=UqmMEkdx8Ptl,6,0,link
2022,3928,4/3/2025,0:50:51,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=F-ZTcrSLPFkm,13,0,link
2023,3948,4/3/2025,0:50:42,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=QFLaLzggzOAX,3,0,link
2024,3962,4/3/2025,0:45:31,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=jdZkblZW7bEp,3,0,link
2025,3961,4/3/2025,0:41:22,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=s0WiXv1WCKnq,1,0,link
2026,3956,4/3/2025,0:41:11,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=WHMy_9ucusWA,2,0,link
2027,3960,4/3/2025,0:40:49,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0fmgRVmc0Bsh,3,0,link
2028,3955,4/3/2025,0:40:47,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2029,3960,4/3/2025,0:40:44,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0fmgRVmc0Bsh,3,0,link
2030,3957,4/3/2025,0:40:43,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=sn8MwXQrzujZ,5,0,link
2031,3960,4/3/2025,0:40:41,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0fmgRVmc0Bsh,3,0,link
2032,3959,4/3/2025,0:40:37,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=ibBzsdOBvZjj,1,0,link
2033,3957,4/3/2025,0:40:19,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=sn8MwXQrzujZ,5,0,link
2034,3954,4/3/2025,0:40:17,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0E2CMbbnzhxm,3,0,link
2035,3957,4/3/2025,0:39:45,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=sn8MwXQrzujZ,5,0,link
2036,3955,4/3/2025,0:39:40,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2037,3958,4/3/2025,0:39:38,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=SlIlOIJ_AkoS,2,0,link
2038,3955,4/3/2025,0:39:32,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2039,3958,4/3/2025,0:39:30,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=SlIlOIJ_AkoS,2,0,link
2040,3957,4/3/2025,0:39:11,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=sn8MwXQrzujZ,5,0,link
2041,3955,4/3/2025,0:39:09,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2042,3957,4/3/2025,0:38:56,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=sn8MwXQrzujZ,5,0,link
2043,3956,4/3/2025,0:38:53,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=WHMy_9ucusWA,2,0,link
2044,3955,4/3/2025,0:38:21,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2045,3954,4/3/2025,0:38:02,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0E2CMbbnzhxm,3,0,link
2046,3955,4/3/2025,0:37:00,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=pwpZ-Z8oz1xE,6,0,link
2047,3954,4/3/2025,0:35:28,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0E2CMbbnzhxm,3,0,link
2048,3953,4/3/2025,0:35:21,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=0A0TGEr4_i6-,1,0,link
2049,3952,4/3/2025,0:34:19,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=U9XoXdKazZac,2,0,link
2050,3880,4/3/2025,0:34:01,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=wptpa5-JBUbu,5,0,link
2051,3952,4/3/2025,0:30:05,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=U9XoXdKazZac,2,0,link
2052,3951,4/3/2025,0:30:03,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=58hA8_x7_Ne5,1,0,link
2053,3950,4/3/2025,0:29:47,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=V9-z0cD9Sxxi,1,0,link
2054,3949,4/3/2025,0:29:29,2025 Ensemble learning_partII.ipynb - Colab,https://colab.research.google.com/drive/1LLeOFmnJ8s6x5ANkgqts8JkdHmZQ0nB-?usp=sharing#scrollTo=9TTCc-l7VawF,1,0,link
2055,3948,4/3/2025,0:28:11,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=QFLaLzggzOAX,3,0,link
2056,3928,4/3/2025,0:28:05,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=F-ZTcrSLPFkm,13,0,link
2057,3948,4/3/2025,0:27:36,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=QFLaLzggzOAX,3,0,link
2058,3947,4/3/2025,0:27:34,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=avCryKaDzJqn,1,0,link
2059,3941,4/3/2025,0:26:16,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=o9FfQTIPYAyG,4,0,link
2060,3943,4/3/2025,0:26:14,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2061,3941,4/3/2025,0:25:45,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=o9FfQTIPYAyG,4,0,link
2062,3945,4/3/2025,0:25:42,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2063,3941,4/3/2025,0:22:25,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=o9FfQTIPYAyG,4,0,link
2064,3946,4/2/2025,22:02:57,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=Q5PHU3XgVR2C,1,0,link
2065,3939,4/2/2025,22:02:49,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2066,3945,4/2/2025,22:02:40,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2067,3944,4/2/2025,22:02:33,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2068,3943,4/2/2025,22:02:26,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2069,3944,4/2/2025,22:00:43,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2070,3945,4/2/2025,22:00:30,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2071,3944,4/2/2025,22:00:28,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2072,3945,4/2/2025,22:00:23,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2073,3943,4/2/2025,22:00:11,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2074,3944,4/2/2025,22:00:06,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2075,3943,4/2/2025,22:00:00,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2076,3944,4/2/2025,21:59:53,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2077,3945,4/2/2025,21:59:41,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2078,3918,4/2/2025,21:59:32,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=Rl2Y6P1jE7k0,5,0,link
2079,3944,4/2/2025,21:59:04,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2080,3945,4/2/2025,21:59:00,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2081,3944,4/2/2025,21:58:58,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2082,3945,4/2/2025,21:58:57,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2083,3943,4/2/2025,21:58:55,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2084,3945,4/2/2025,21:58:51,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2085,3944,4/2/2025,21:58:33,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2086,3943,4/2/2025,21:58:18,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2087,3939,4/2/2025,21:58:15,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2088,3943,4/2/2025,21:58:00,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2089,3939,4/2/2025,21:57:56,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2090,3943,4/2/2025,21:57:50,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2091,3939,4/2/2025,21:57:48,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2092,3943,4/2/2025,21:57:29,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2093,3945,4/2/2025,21:57:10,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2094,3943,4/2/2025,21:57:10,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2095,3944,4/2/2025,21:57:09,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2096,3945,4/2/2025,21:56:42,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=e5yjj2PsTsLF,10,0,link
2097,3944,4/2/2025,21:56:37,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=lTNmcXQ8vN9Y,10,0,link
2098,3943,4/2/2025,21:56:33,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=8VLD9VUkupuC,12,0,link
2099,3942,4/2/2025,21:56:19,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=JK3GFrVcVAcA,1,0,link
2100,3939,4/2/2025,21:56:13,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2101,3933,4/2/2025,21:56:07,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=ZzsOrKP0ENjV,11,0,link
2102,3928,4/2/2025,21:55:57,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=F-ZTcrSLPFkm,13,0,link
2103,3941,4/2/2025,21:55:39,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=o9FfQTIPYAyG,4,0,link
2104,3939,4/2/2025,21:54:55,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2105,3933,4/2/2025,21:54:52,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=ZzsOrKP0ENjV,11,0,link
2106,3939,4/2/2025,21:54:25,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2107,3933,4/2/2025,21:54:22,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=ZzsOrKP0ENjV,11,0,link
2108,3939,4/2/2025,21:53:50,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2109,3891,4/2/2025,21:53:39,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=IRVy2QZ9zDvI,7,0,link
2110,3940,4/2/2025,21:53:14,mse formula - Google Search,https://www.google.com/search?q=mse+formula&oq=mse+formula&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDE2MjVqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,1,0,generated
2111,3939,4/2/2025,21:52:25,Bohdan_Shevchuk_HW5.ipynb - Colab,https://colab.research.google.com/drive/1ikaqdMGDsG585gioHIFsSWou7rqmYRyf#scrollTo=l8fHF6FtRJJL,9,0,link
2112,3938,4/2/2025,21:52:17,Python Package Introduction — xgboost 3.1.0-dev documentation,https://xgboost.readthedocs.io/en/latest/python/python_intro.html#prediction,1,0,link
